"","no","G_ID","GDAY_DS","T_ID","WLS","P1","P2","P3","P4","D1","D2","D3","B1","B2","B3","B4","C1","C2","C3","C4","S1","S2","W","WS","WC","YEAR","p1","p2","p3","p4","d1","d2","d3","b1","b2","b3","b4","c1","c2","c3","c4","s1","s2"
"68",68,"20160625LTHH0",20160625,"HH","W",0.193548387,1,0.129032258,0.444444444,0,1,0,0.394736842,6,0.477272727,0.947368421,3,0.210526316,0.416666667,12,1,1,"WIN",3,83,2016,0.261290322358548,0.0467836257309941,0.239631336491113,0.306172839247627,0,0.25,0,0.761278194578813,0.375,0.805058957162968,0.799342105343647,0.5,0.470588235820069,0.416666667,0.625,0.142857142857143,1
"69",69,"20160626LTHH0",20160626,"HH","L",0.476190476,12,0.214285714,0.333333333,0,0,0,0.315789474,0,0.307692308,0.578947368,1,0.105263158,0.1,8,0,0.589285714,"LOSE",0,83,2016,0.642857142375,0.56140350877193,0.397959183483965,0.22962962943572,0,0,0,0.609022556434479,0,0.443192791111163,0.488486841826326,0.166666666666667,0.235294117910035,0.1,0.375,0,0.589285714
"70",70,"20160628HHWO0",20160628,"HH","W",0.323529412,3,0.205882353,0.555555556,0,1,3,0.368421053,2,0.375,1.105263158,5,0.342105263,0.625,2,0,0,"WIN",3,86,2016,0.436764706047132,0.140350877192982,0.382352941613445,0.382716049748422,0,0.25,0.75,0.710526315840226,0.125,0.586820083657455,0.932565789708214,0.833333333333333,0.764705882089965,0.625,0,0,0
"71",71,"20160629HHWO0",20160629,"HH","L",0.611111111,7.875,0.083333333,0.125,0,3,0,0.272727273,3,0.314285714,0.333333333,0,0.121212121,0.25,5,0,0.589285714,"LOSE",0,86,2016,0.82499999956125,0.368421052631579,0.15476190427551,0.0861111111245062,0,0.75,0,0.525974026011595,0.1875,0.457262402240282,0.281249999762695,0,0.270944741090699,0.25,0.1875,0,0.589285714
"72",72,"20160630HHWO0",20160630,"HH","L",0.472222222,12.375,0.138888889,0.375,0,1,1,0.342105263,6,0.409090909,0.394736842,0,0.131578947,0.230769231,13,0,0.589285714,"LOSE",0,86,2016,0.637499999476875,0.578947368421053,0.257936508363946,0.258333333373518,0,0.25,0.25,0.659774435173067,0.375,0.65956637482596,0.333059210489541,0,0.294117646269896,0.230769231,0.6875,0,0.589285714
"73",73,"20160702OBHH0",20160702,"HH","L",0.40625,4,0.15625,0.777777778,0,3,1,0.206896552,5,0.314285714,0.275862069,0,0.034482759,0,8,1,1,"LOSE",0,86,2016,0.548437499808047,0.187134502923977,0.290178571677296,0.535802469372236,0,0.75,0.25,0.399014778486629,0.3125,0.457262402240282,0.232758620755119,0,0.0770791083620093,0,0.375,0.142857142857143,1
"74",74,"20160706HHSK0",20160706,"HH","W",0.225806452,2,0.258064516,0.222222222,1,1,0,0.380952381,9,0.48,0.69047619,1,0.30952381,0.411764706,11,3,1,"WIN",3,89,2016,0.304838710093306,0.0935672514619883,0.479262672982225,0.153086419623813,0.333333333333333,0.25,0,0.734693876960641,0.5625,0.810878661053938,0.58258928540353,0.166666666666667,0.691876751846103,0.411764706,0.5625,0.428571428571429,1
"75",75,"20160707HHSK0",20160707,"HH","W",0.459459459,4,0.189189189,0.111111111,0,1,0,0.409090909,2,0.434782609,0.931818182,4,0.318181818,0.857142857,5,0,0,"WIN",3,92,2016,0.620270269432905,0.187134502923977,0.351351351301158,0.0765432098119067,0,0.25,0,0.788961038053108,0.125,0.714389667710695,0.786221591185347,0.666666666666667,0.711229946201321,0.857142857,0.1875,0,0
"76",76,"20160708SSHH0",20160708,"HH","W",0.272727273,3,0.181818182,0.777777778,0,1,0,0.272727273,2,0.294117647,0.757575758,3,0.181818182,0.333333333,5,0,0.589285714,"WIN",3,95,2016,0.368181818421136,0.140350877192982,0.337662338289425,0.535802469372236,0,0.25,0,0.525974026011595,0.125,0.414225941279739,0.639204545912376,0.5,0.406417112753696,0.333333333,0.1875,0,0.589285714
"77",77,"20160709SSHH0",20160709,"HH","D",0.326086957,3,0.108695652,0.166666667,0,0,0,0.279069767,8,0.392156863,0.279069767,0,0.093023256,0.272727273,12,0,0,"WIN",1,96,2016,0.440217391795924,0.140350877192982,0.201863353887311,0.114814815062305,0,0,0,0.538205978714523,0.5,0.623430962860944,0.235465115943041,0,0.207934336965639,0.272727273,0.625,0,0
"78",78,"20160710SSHH0",20160710,"HH","W",0.272727273,6,0.090909091,0.555555556,0,0,0,0.375,8,0.45,0.75,2,0.28125,0.214285714,9,0,0.589285714,"WIN",3,99,2016,0.368181818421136,0.280701754385965,0.168831169144712,0.382716049748422,0,0,0,0.72321428504273,0.5,0.746861924654943,0.632812500098877,0.333333333333333,0.628676470662197,0.214285714,0.4375,0,0.589285714
"79",79,"20160712HHLG0",20160712,"HH","L",0.333333333,5.625,0.133333333,0.75,0,1,1,0.24137931,5,0.342857143,0.24137931,0,0.137931034,0.25,6,0,0.589285714,"LOSE",0,99,2016,0.4499999993925,0.263157894736842,0.247619047212245,0.516666666747037,0,0.25,0.25,0.46551724028202,0.3125,0.518230723534802,0.203663792844322,0,0.308316428977449,0.25,0.25,0,0.589285714
"80",80,"20160713HHLG0",20160713,"HH","W",0.294117647,5,0.264705882,0.333333333,0,0,0,0.297297297,0,0.297297297,0.486486486,0,0.189189189,0.444444444,3,0,0.589285714,"WIN",3,102,2016,0.397058823311029,0.233918128654971,0.491596638421369,0.22962962943572,0,0,0,0.573359072253309,0,0.421010968476108,0.410472972626636,0,0.42289348134387,0.444444444,0.0625,0,0.589285714
"81",81,"20160714HHLG0",20160714,"HH","W",0.285714286,4,0.257142857,0.222222222,0,0,1,0.297297297,3,0.333333333,0.702702703,2,0.189189189,0.4,6,3,0.75,"WIN",3,105,2016,0.385714285965,0.187134502923977,0.477551020552187,0.153086419623813,0,0,0.25,0.573359072253309,0.1875,0.497907949058665,0.592905405748892,0.333333333333333,0.42289348134387,0.4,0.25,0.428571428571429,0.75
"82",82,"20160719KTHH0",20160719,"HH","W",0.368421053,7,0.157894737,0.666666667,0,0,0,0.361111111,12,0.5,0.777777778,0,0.444444444,0.529411765,8,1,1,"WIN",3,108,2016,0.497368421375921,0.327485380116959,0.293233083251343,0.459259259560329,0,0,0,0.696428570567602,0.75,0.853556485319935,0.656250000290039,0,0.993464051410996,0.529411765,0.375,0.142857142857143,1
"83",83,"20160720KTHH0",20160720,"HH","L",0.352941176,4,0.264705882,0.777777778,0,0,1,0.181818182,4,0.25,0.242424242,0,0.03030303,0.166666667,9,0,0.589285714,"LOSE",0,108,2016,0.476470587433235,0.187134502923977,0.491596638421369,0.535802469372236,0,0,0.25,0.350649350674397,0.25,0.320083681994976,0.20454545421946,0,0.0677361847138513,0.166666667,0.4375,0,0.589285714
"84",84,"20160721KTHH0",20160721,"HH","W",0.133333333,1,0.3,0,0,0,0,0.342857143,4,0.41025641,0.514285714,1,0.228571429,0.428571429,7,0,0.589285714,"WIN",3,111,2016,0.179999999487,0.0467836257309941,0.557142857620408,0,0,0,0,0.661224489457434,0.25,0.662053427168952,0.433928571255301,0.166666666666667,0.510924370765991,0.428571429,0.3125,0,0.589285714
"85",85,"20160722HHLT0",20160722,"HH","L",0.363636364,11.25,0.212121212,1.125,1,0,0,0.166666667,4,0.257142857,0.433333333,1,0.066666667,0,6,1,1,"LOSE",0,111,2016,0.490909091228182,0.526315789473684,0.393939394051948,0.775000000120556,0.333333333333333,0,0,0.321428571772959,0.25,0.335325761785133,0.365624999775879,0.166666666666667,0.149019608605767,0,0.25,0.142857142857143,1
"86",86,"20160723HHLT0",20160723,"HH","L",0.41025641,6.517241379,0.179487179,0.310344828,0,0,0,0.365853659,3,0.409090909,0.609756098,1,0.146341463,0.384615385,9,0,0.589285714,"LOSE",0,111,2016,0.553846153306154,0.304900181473684,0.333333332714286,0.21379310376659,0,0,0,0.705574913130538,0.1875,0.65956637482596,0.514481707767888,0.166666666666667,0.327116211450249,0.384615385,0.4375,0,0.589285714
"87",87,"20160724HHLT0",20160724,"HH","W",0.206896552,1,0.275862069,0,0,3,1,0.368421053,6,0.454545455,0.526315789,1,0.210526316,0.4,9,0,0.589285714,"WIN",3,114,2016,0.279310345102241,0.0467836257309941,0.512315271439127,0,0,0.75,0.25,0.710526315840226,0.375,0.756561431139893,0.444078947038137,0.166666666666667,0.470588235820069,0.4,0.4375,0,0.589285714
"88",88,"20160726SKHH0",20160726,"HH","L",0.487179487,9,0.179487179,0.333333333,0,0,0,0.324324324,2,0.358974359,0.486486486,1,0.108108108,0.166666667,8,0,0.589285714,"LOSE",0,114,2016,0.657692307219808,0.421052631578947,0.333333332714286,0.22962962943572,0,0,0,0.625482624276337,0.125,0.552623109140058,0.410472972626636,0.166666666666667,0.241653417910783,0.166666667,0.375,0,0.589285714
"89",89,"20160727SKHH0",20160727,"HH","W",0.137931034,0,0.137931034,0.333333333,0,2,0,0.272727273,6,0.375,0.636363636,2,0.242424242,0.454545455,8,0,0,"WIN",3,117,2016,0.186206895834828,0,0.256157634790992,0.22962962943572,0,0.5,0,0.525974026011595,0.375,0.586820083657455,0.536931817958896,0.333333333333333,0.541889482181399,0.454545455,0.375,0,0
"90",90,"20160728SKHH0",20160728,"HH","W",0.425,8,0.225,0.111111111,0,1,0,0.323529412,8,0.428571429,0.794117647,3,0.323529412,0.2,7,2,0.666666667,"WIN",3,120,2016,0.573749999799188,0.374269005847953,0.417857143215306,0.0765432098119067,0,0.25,0,0.623949579706333,0.5,0.701135685284471,0.670036764760943,0.5,0.723183391614492,0.2,0.3125,0.285714285714286,0.666666667
"91",91,"20160729HHOB0",20160729,"HH","W",0.355555556,6.545454545,0.2,0.454545455,0,0,1,0.261904762,8,0.367346939,0.666666667,2,0.214285714,0.307692308,8,0,0,"WIN",3,123,2016,0.480000000432,0.306220095672515,0.371428571746939,0.313131313493154,0,0,0.25,0.505102040530977,0.5,0.570489284034707,0.562500000369141,0.333333333333333,0.478991596056352,0.307692308,0.375,0,0
"92",92,"20160730HHOB0",20160730,"HH","W",0.512195122,9,0.170731707,0.111111111,1,0,3,0.393939394,7,0.463414634,0.818181818,0,0.272727273,0.375,8,0,0.589285714,"WIN",3,126,2016,0.691463414457988,0.421052631578947,0.317073170414634,0.0765432098119067,0.333333333333333,0,0.75,0.75974025915167,0.4375,0.775487294277176,0.690340909045366,0,0.609625669130544,0.375,0.375,0,0.589285714
"93",93,"20160731HHOB0",20160731,"HH","L",0.5,11.25,0.105263158,0.75,0,0,1,0.25,1,0.264705882,0.53125,0,0.125,0.333333333,3,0,0.589285714,"LOSE",0,126,2016,0.67499999976375,0.526315789473684,0.195488722167562,0.516666666747037,0,0,0.25,0.482142856695153,0.0625,0.3514644343786,0.448242187570038,0,0.279411764738754,0.333333333,0.0625,0,0.589285714
"94",94,"20160802HHHT0",20160802,"HH","L",0.432432432,10.38461538,0.297297297,0.923076923,0,0,1,0.380952381,2,0.409090909,0.428571429,0,0.19047619,0.5,9,1,0.5,"LOSE",0,126,2016,0.583783782995676,0.485829959298246,0.552123552044677,0.635897435943362,0,0,0.25,0.734693876960641,0.125,0.65956637482596,0.361607143275251,0,0.425770307108914,0.5,0.4375,0.142857142857143,0.5
"95",95,"20160803HHHT0",20160803,"HH","W",0.193548387,1,0.225806452,0.111111111,0,2,0,0.333333333,11,0.446808511,0.384615385,0,0.205128205,0.222222222,15,0,0.589285714,"WIN",3,129,2016,0.261290322358548,0.0467836257309941,0.419354839788018,0.0765432098119067,0,0.5,0,0.642857141617347,0.6875,0.7400516343205,0.324519231144456,0,0.458521870053944,0.222222222,0.8125,0,0.589285714
"96",96,"20160804HHHT0",20160804,"HH","L",0.322580645,7.875,0.193548387,0.5,0,0,0,0.35,0,0.35,0.625,0,0.125,0.454545455,8,0,0,"LOSE",0,129,2016,0.435483870597581,0.368421052631579,0.359447004736669,0.344444444498025,0,0,0,0.674999999373214,0,0.533472803324959,0.527343750082398,0,0.279411764738754,0.454545455,0.375,0,0
"97",97,"20160805NCHH0",20160805,"HH","W",0.257142857,4,0.171428571,0.333333333,0,0,0,0.452380952,5,0.5,0.857142857,1,0.333333333,0.5,9,1,1,"WIN",3,132,2016,0.3471428568285,0.187134502923977,0.318367346415743,0.22962962943572,0,0,0,0.872448978047012,0.3125,0.853556485319935,0.723214285706752,0.166666666666667,0.745098038558247,0.5,0.4375,0.142857142857143,1
"98",98,"20160806NCHH0",20160806,"HH","L",0.525,11,0.1,0.333333333,0,0,0,0.212121212,2,0.228571429,0.393939394,0,0.090909091,0.3,6,0,0.589285714,"LOSE",0,132,2016,0.708749999751938,0.514619883040936,0.185714285873469,0.22962962943572,0,0,0,0.409090908477273,0.125,0.274357442624504,0.332386363739435,0,0.203208556376848,0.3,0.25,0,0.589285714
"99",99,"20160807NCHH0",20160807,"HH","W",0.314285714,3,0.171428571,0.333333333,0,1,1,0.3,3,0.333333333,0.5,1,0.175,0.3,11,1,1,"WIN",3,135,2016,0.4242857137515,0.140350877192982,0.318367346415743,0.22962962943572,0,0.25,0.25,0.578571428034184,0.1875,0.497907949058665,0.421875000065918,0.166666666666667,0.391176470634256,0.3,0.5625,0.142857142857143,1
"100",100,"20160809SSHH0",20160809,"HH","W",0.314285714,6,0.171428571,0.333333333,0,1,0,0.394736842,3,0.425,0.631578947,0,0.210526316,0.5,8,1,1,"WIN",3,138,2016,0.4242857137515,0.280701754385965,0.318367346415743,0.22962962943572,0,0.25,0,0.761278194578813,0.1875,0.693514644322447,0.532894736614515,0,0.470588235820069,0.5,0.375,0.142857142857143,1
"101",101,"20160810SSHH0",20160810,"HH","L",0.5,16,0.108695652,0.444444444,0,0,0,0.294117647,7,0.390243902,0.588235294,1,0.176470588,0.272727273,9,0,0.589285714,"LOSE",0,138,2016,0.67499999976375,0.748538011695906,0.201863353887311,0.306172839247627,0,0,0,0.567226890116146,0.4375,0.619348912191659,0.496323529390051,0.166666666666667,0.394463667340525,0.272727273,0.4375,0,0.589285714
"102",102,"20160811HHLT0",20160811,"HH","W",0.242424242,2,0.272727273,0.333333333,0,0,0,0.294117647,2,0.333333333,0.470588235,1,0.088235294,0.2,6,0,0,"WIN",3,141,2016,0.327272726585455,0.0935672514619883,0.506493507434137,0.22962962943572,0,0,0,0.567226890116146,0.125,0.497907949058665,0.397058823343291,0.166666666666667,0.197231833670263,0.2,0.25,0,0
"103",103,"20160812HHLT0",20160812,"HH","L",0.225806452,4.5,0.322580645,0.75,0,0,0,0.21875,2,0.264705882,0.4375,1,0.09375,0.4,4,0,0.589285714,"LOSE",0,141,2016,0.304838710093306,0.210526315789474,0.599078341227781,0.516666666747037,0,0,0,0.421874999608259,0.125,0.3514644343786,0.369140625057678,0.166666666666667,0.209558823554066,0.4,0.125,0,0.589285714
"104",104,"20160813HHHT0",20160813,"HH","L",0.457142857,6.75,0.114285714,0,0,1,0,0.25,4,0.325,0.305555556,0,0.083333333,0.2,9,0,0,"LOSE",0,141,2016,0.617142856734,0.315789473684211,0.212244897610496,0,0,0.25,0,0.482142856695153,0.25,0.480125522992463,0.257812500415283,0,0.186274509080738,0.2,0.4375,0,0
"105",105,"20160814HHHT0",20160814,"HH","W",0.285714286,2,0.285714286,0.444444444,1,0,0,0.222222222,3,0.282051282,0.388888889,1,0.083333333,0.222222222,9,0,0.589285714,"WIN",3,144,2016,0.385714285965,0.0935672514619883,0.530612245883382,0.306172839247627,0.333333333333333,0,0,0.428571427744898,0.1875,0.388477631029771,0.32812500014502,0.166666666666667,0.186274509080738,0.222222222,0.4375,0,0.589285714
"106",106,"20160816OBHH0",20160816,"HH","L",0.547619048,13,0.238095238,0.111111111,0,0,0,0.161290323,5,0.257142857,0.35483871,1,0.064516129,0,6,1,1,"LOSE",0,144,2016,0.73928571454125,0.608187134502924,0.442176870950437,0.0765432098119067,0,0,0,0.311059908354016,0.3125,0.335325761785133,0.299395161609281,0.166666666666667,0.144212523664025,0,0.25,0.142857142857143,1
"107",107,"20160817OBHH0",20160817,"HH","L",0.333333333,7,0.166666667,0.555555556,0,0,0,0.264705882,6,0.358974359,0.382352941,1,0.088235294,0.222222222,9,0,0.589285714,"LOSE",0,144,2016,0.4499999993925,0.327485380116959,0.309523810408163,0.382716049748422,0,0,0,0.51050420052596,0.375,0.552623109140058,0.322610294019158,0.166666666666667,0.197231833670263,0.222222222,0.4375,0,0.589285714
"108",108,"20160818HHLG0",20160818,"HH","W",0.27027027,5,0.189189189,0.111111111,0,0,1,0.305555556,2,0.342105263,0.527777778,1,0.194444444,0.5,3,0,0.589285714,"WIN",3,147,2016,0.364864864372297,0.233918128654971,0.351351351301158,0.0765432098119067,0,0,0.25,0.589285714595663,0.125,0.516626293409346,0.44531250025708,0.166666666666667,0.434640521933487,0.5,0.0625,0,0.589285714
"109",109,"20160819HHLG0",20160819,"HH","L",0.290322581,3.375,0.129032258,0.375,0,1,0,0.206896552,3,0.272727273,0.275862069,0,0.068965517,0.090909091,6,0,0.589285714,"LOSE",0,147,2016,0.391935484212823,0.157894736842105,0.239631336491113,0.258333333373518,0,0.25,0,0.399014778486629,0.1875,0.368581210151942,0.232758620755119,0,0.154158214488724,0.090909091,0.25,0,0.589285714
"110",110,"20160820HHKT0",20160820,"HH","L",0.454545455,10.8,0.242424242,0.72,2,1,0,0.341463415,1,0.357142857,0.56097561,1,0.170731707,0.363636364,7,0,0.589285714,"LOSE",0,147,2016,0.613636364035227,0.505263157894737,0.450216449814471,0.496000000077156,0.666666666666667,0.25,0,0.65853658545993,0.0625,0.548714883115116,0.473323171011457,0.166666666666667,0.38163558039784,0.363636364,0.3125,0,0.589285714
"111",111,"20160821HHKT0",20160821,"HH","W",0.435897436,6,0.051282051,0.333333333,0,1,0,0.341463415,4,0.4,0.780487805,4,0.292682927,0.4,6,3,1,"WIN",3,150,2016,0.588461538394038,0.280701754385965,0.0952380947959184,0.22962962943572,0,0.25,0,0.65853658545993,0.25,0.640167363989951,0.658536585571646,0.666666666666667,0.654232425135792,0.4,0.25,0.428571428571429,1
"112",112,"20160824WOHH0",20160824,"HH","L",0.558823529,12,0.117647059,1.444444444,0,1,1,0.303030303,3,0.361111111,0.545454545,2,0.151515152,0.285714286,4,1,1,"LOSE",0,150,2016,0.754411763885956,0.56140350877193,0.218487395472989,0.995061728243676,0,0.25,0.25,0.584415583814471,0.1875,0.557182705457858,0.460227272415661,0.333333333333333,0.338680928039845,0.285714286,0.125,0.142857142857143,1
"113",113,"20160825NCHH0",20160825,"HH","L",0.45,13,0.225,0.333333333,0,1,0,0.161290323,1,0.1875,0.290322581,1,0.032258065,0,4,0,0.589285714,"LOSE",0,150,2016,0.607499999787375,0.608187134502924,0.417857143215306,0.22962962943572,0,0.25,0,0.311059908354016,0.0625,0.186715481163736,0.244959677757025,0.166666666666667,0.0721062629496596,0,0.125,0,0.589285714
"114",114,"20160826NCHH0",20160826,"HH","W",0.294117647,4,0.382352941,0.444444444,0,1,1,0.290322581,5,0.378378378,0.483870968,1,0.193548387,0.571428571,6,2,1,"WIN",3,153,2016,0.397058823311029,0.187134502923977,0.710084033894358,0.306172839247627,0,0.25,0.25,0.5599078342658,0.3125,0.594029174786861,0.408266129313792,0.166666666666667,0.432637570992075,0.571428571,0.25,0.285714285714286,1
"115",115,"20160827HHSK0",20160827,"HH","W",0.444444444,4,0.222222222,0.333333333,0,2,0,0.341463415,2,0.357142857,0.585365854,1,0.268292683,0.466666667,4,0,0.589285714,"WIN",3,156,2016,0.59999999919,0.187134502923977,0.412698412639456,0.22962962943572,0,0.5,0,0.65853658545993,0.125,0.548714883115116,0.493902439389672,0.166666666666667,0.599713056188201,0.466666667,0.125,0,0.589285714
"116",116,"20160828HHSK0",20160828,"HH","W",0.2,1,0.3,0.444444444,0,1,0,0.333333333,2,0.365853659,0.538461538,2,0.230769231,0.272727273,6,1,1,"WIN",3,159,2016,0.2699999999055,0.0467836257309941,0.557142857620408,0.306172839247627,0,0.25,0,0.642857141617347,0.125,0.567302786963711,0.454326922758489,0.333333333333333,0.515837104648922,0.272727273,0.25,0.142857142857143,1
"117",117,"20160830HHOB0",20160830,"HH","L",0.588235294,12.375,0.176470588,0.625,0,1,0,0.303030303,5,0.378378378,0.484848485,0,0.121212121,0.166666667,9,0,0.589285714,"LOSE",0,159,2016,0.794117646622059,0.578947368421053,0.327731092280912,0.430555555622531,0,0.25,0,0.584415583814471,0.3125,0.594029174786861,0.409090909282671,0,0.270944741090699,0.166666667,0.4375,0,0.589285714
"118",118,"20160901LGHH0",20160901,"HH","L",0.3125,7,0.375,0.333333333,0,0,1,0.111111111,7,0.25,0.111111111,0,0.074074074,0.4,5,0,0,"LOSE",0,159,2016,0.421874999852344,0.327485380116959,0.69642857202551,0.22962962943572,0,0,0.25,0.214285713872449,0.4375,0.320083681994976,0.0937499999208984,0,0.165577341901833,0.4,0.1875,0,0
"119",119,"20160902LGHH0",20160902,"HH","W",0.388888889,6,0.333333333,0.444444444,0,1,0,0.266666667,8,0.368421053,0.666666667,2,0.333333333,0.428571429,6,0,0,"WIN",3,162,2016,0.52499999996625,0.280701754385965,0.619047618959184,0.306172839247627,0,0.25,0,0.51428571445102,0.5,0.57278132646139,0.562500000369141,0.333333333333333,0.745098038558247,0.428571429,0.25,0,0
"120",120,"20160903HHWO0",20160903,"HH","W",0.4375,9,0.229166667,0.545454545,0,1,1,0.431372549,5,0.454545455,0.588235294,1,0.254901961,0.421052632,13,0,0.589285714,"WIN",3,165,2016,0.590624999793281,0.421052631578947,0.425595239079082,0.375757575502896,0,0.25,0.25,0.831932772298919,0.3125,0.756561431139893,0.496323529390051,0.166666666666667,0.569780854067033,0.421052632,0.6875,0,0.589285714
"121",121,"20160904HHWO0",20160904,"HH","L",0.527777778,7.875,0.166666667,0.5,0,2,1,0.285714286,3,0.342105263,0.628571429,1,0.142857143,0.5,6,0,0.589285714,"LOSE",0,165,2016,0.712500000050625,0.368421052631579,0.309523810408163,0.344444444498025,0,0.5,0.25,0.551020408202624,0.1875,0.516626293409346,0.530357143301618,0.166666666666667,0.319327731449333,0.5,0.25,0,0.589285714
"122",122,"20160906HHNC0",20160906,"HH","L",0.416666667,7.269230769,0.138888889,1.038461538,0,2,0,0.384615385,3,0.4,0.487179487,1,0.153846154,0.3,11,0,0.589285714,"LOSE",0,165,2016,0.562500000253125,0.340080971649123,0.257936508363946,0.715384615177949,0,0.5,0,0.741758241811224,0.1875,0.640167363989951,0.411057692220478,0.166666666666667,0.343891403099281,0.3,0.5625,0,0.589285714
"123",123,"20160907HHNC0",20160907,"HH","L",0.379310345,1.125,0.310344828,0.125,0,2,0,0.166666667,3,0.242424242,0.166666667,0,0,0.2,7,0,0,"LOSE",0,165,2016,0.512068965570776,0.0526315789473684,0.576354681065447,0.0861111111245062,0,0.5,0,0.321428571772959,0.1875,0.30391783856469,0.140625000303223,0,0,0.2,0.3125,0,0
