,no,G_ID,GDAY_DS,T_ID,WLS,P1,P2,P3,P4,D1,D2,D3,B1,B2,B3,B4,C1,C2,C3,C4,S1,S2,W,WS,WC,YEAR,p1,p2,p3,p4,d1,d2,d3,b1,b2,b3,b4,c1,c2,c3,c4,s1,s2,P,D,B,C,S
66,66,20160623HHNC0,20160623,HH,D,0.2,2.25,0.25,0.583333333,1,2,1,0.23255814,3,0.266666667,0.325581395,0,0.069767442,0.333333333,8,1,0.5,WIN,1,80,2016,0.27,0.105263158,0.464285715,0.401851852,0.333333333,0.5,0.25,0.448504984,0.1875,0.355648536,0.274709302,0,0.155950753,0.333333333,0.375,0.142857143,0.5,0.671792676,0.638888889,0.488384677,0.278571021,0.321428571
67,67,20160624LTHH0,20160624,HH,L,0.375,3.6,0.125,0.2,0,1,0,0.205882353,2,0.228571429,0.382352941,1,0.058823529,0.5,4,0,0,LOSE,0,80,2016,0.50625,0.168421053,0.232142857,0.137777778,0,0.25,0,0.397058823,0.125,0.274357443,0.322610294,0.166666667,0.131487888,0.5,0.125,0,0,0.604923507,0.75,0.338730877,0.418288639,0
68,68,20160625LTHH0,20160625,HH,W,0.193548387,1,0.129032258,0.444444444,0,1,0,0.394736842,6,0.477272727,0.947368421,3,0.210526316,0.416666667,12,1,1,WIN,3,83,2016,0.261290322,0.046783626,0.239631336,0.306172839,0,0.25,0,0.761278195,0.375,0.805058957,0.799342105,0.5,0.470588236,0.416666667,0.625,0.142857143,1,0.656346137,0.75,0.63730082,0.440563726,0.571428571
69,69,20160626LTHH0,20160626,HH,L,0.476190476,12,0.214285714,0.333333333,0,0,0,0.315789474,0,0.307692308,0.578947368,1,0.105263158,0.1,8,0,0.589285714,LOSE,0,83,2016,0.642857142,0.561403509,0.397959183,0.229629629,0,0,0,0.609022556,0,0.443192791,0.488486842,0.166666667,0.235294118,0.1,0.375,0,0.589285714,0.491017226,0.666666667,0.436742402,0.281740196,0.294642857
70,70,20160628HHWO0,20160628,HH,W,0.323529412,3,0.205882353,0.555555556,0,1,3,0.368421053,2,0.375,1.105263158,5,0.342105263,0.625,2,0,0,WIN,3,86,2016,0.436764706,0.140350877,0.382352942,0.38271605,0,0.25,0.75,0.710526316,0.125,0.586820084,0.93256579,0.833333333,0.764705882,0.625,0,0,0,0.605630327,0.5,0.276407582,0.805759804,0
71,71,20160629HHWO0,20160629,HH,L,0.611111111,7.875,0.083333333,0.125,0,3,0,0.272727273,3,0.314285714,0.333333333,0,0.121212121,0.25,5,0,0.589285714,LOSE,0,86,2016,0.825,0.368421053,0.154761904,0.086111111,0,0.75,0,0.525974026,0.1875,0.457262402,0.28125,0,0.270944741,0.25,0.1875,0,0.589285714,0.468807435,0.916666667,0.493689954,0.333361185,0.294642857
72,72,20160630HHWO0,20160630,HH,L,0.472222222,12.375,0.138888889,0.375,0,1,1,0.342105263,6,0.409090909,0.394736842,0,0.131578947,0.230769231,13,0,0.589285714,LOSE,0,86,2016,0.637499999,0.578947368,0.257936508,0.258333333,0,0.25,0.25,0.659774435,0.375,0.659566375,0.33305921,0,0.294117646,0.230769231,0.6875,0,0.589285714,0.445788952,0.666666667,0.425435333,0.209346719,0.294642857
73,73,20160702OBHH0,20160702,HH,L,0.40625,4,0.15625,0.777777778,0,3,1,0.206896552,5,0.314285714,0.275862069,0,0.034482759,0,8,1,1,LOSE,0,86,2016,0.5484375,0.187134503,0.290178572,0.535802469,0,0.75,0.25,0.399014778,0.3125,0.457262402,0.232758621,0,0.077079108,0,0.375,0.142857143,1,0.504701025,0.833333333,0.620222875,0.175519777,0.571428571
74,74,20160706HHSK0,20160706,HH,W,0.225806452,2,0.258064516,0.222222222,1,1,0,0.380952381,9,0.48,0.69047619,1,0.30952381,0.411764706,11,3,1,WIN,3,89,2016,0.30483871,0.093567251,0.479262673,0.15308642,0.333333333,0.25,0,0.734693877,0.5625,0.810878661,0.582589285,0.166666667,0.691876752,0.411764706,0.5625,0.428571429,1,0.731942573,0.638888889,0.699850723,0.426952031,0.714285714
75,75,20160707HHSK0,20160707,HH,W,0.459459459,4,0.189189189,0.111111111,0,1,0,0.409090909,2,0.434782609,0.931818182,4,0.318181818,0.857142857,5,0,0,WIN,3,92,2016,0.620270269,0.187134503,0.351351351,0.07654321,0,0.25,0,0.788961038,0.125,0.714389668,0.786221591,0.666666667,0.711229946,0.857142857,0.1875,0,0,0.616850842,0.75,0.341712711,0.761884867,0
76,76,20160708SSHH0,20160708,HH,W,0.272727273,3,0.181818182,0.777777778,0,1,0,0.272727273,2,0.294117647,0.757575758,3,0.181818182,0.333333333,5,0,0.589285714,WIN,3,95,2016,0.368181818,0.140350877,0.337662338,0.535802469,0,0.25,0,0.525974026,0.125,0.414225941,0.639204546,0.5,0.406417113,0.333333333,0.1875,0,0.589285714,0.573331793,0.75,0.478154377,0.513062611,0.294642857
77,77,20160709SSHH0,20160709,HH,D,0.326086957,3,0.108695652,0.166666667,0,0,0,0.279069767,8,0.392156863,0.279069767,0,0.093023256,0.272727273,12,0,0,WIN,1,96,2016,0.440217392,0.140350877,0.201863354,0.114814815,0,0,0,0.538205979,0.5,0.623430963,0.235465116,0,0.207934337,0.272727273,0.625,0,0,0.626620067,0.666666667,0.323321684,0.213915402,0
78,78,20160710SSHH0,20160710,HH,W,0.272727273,6,0.090909091,0.555555556,0,0,0,0.375,8,0.45,0.75,2,0.28125,0.214285714,9,0,0.589285714,WIN,3,99,2016,0.368181818,0.280701754,0.168831169,0.38271605,0,0,0,0.723214285,0.5,0.746861925,0.6328125,0.333333333,0.628676471,0.214285714,0.4375,0,0.589285714,0.534307887,0.666666667,0.447565067,0.434698879,0.294642857
79,79,20160712HHLG0,20160712,HH,L,0.333333333,5.625,0.133333333,0.75,0,1,1,0.24137931,5,0.342857143,0.24137931,0,0.137931034,0.25,6,0,0.589285714,LOSE,0,99,2016,0.449999999,0.263157895,0.247619047,0.516666667,0,0.25,0.25,0.46551724,0.3125,0.518230724,0.203663793,0,0.308316429,0.25,0.25,0,0.589285714,0.504448622,0.666666667,0.440100251,0.327079107,0.294642857
80,80,20160713HHLG0,20160713,HH,W,0.294117647,5,0.264705882,0.333333333,0,0,0,0.297297297,0,0.297297297,0.486486486,0,0.189189189,0.444444444,3,0,0.589285714,WIN,3,102,2016,0.397058823,0.233918129,0.491596638,0.229629629,0,0,0,0.573359072,0,0.421010968,0.410472973,0,0.422893481,0.444444444,0.0625,0,0.589285714,0.657747514,0.666666667,0.478424974,0.451209481,0.294642857
81,81,20160714HHLG0,20160714,HH,W,0.285714286,4,0.257142857,0.222222222,0,0,1,0.297297297,3,0.333333333,0.702702703,2,0.189189189,0.4,6,3,0.75,WIN,3,105,2016,0.385714286,0.187134503,0.477551021,0.15308642,0,0,0.25,0.573359072,0.1875,0.497907949,0.592905406,0.333333333,0.422893481,0.4,0.25,0.428571429,0.75,0.687903953,0.583333333,0.612452179,0.476556704,0.589285714
82,82,20160719KTHH0,20160719,HH,W,0.368421053,7,0.157894737,0.666666667,0,0,0,0.361111111,12,0.5,0.777777778,0,0.444444444,0.529411765,8,1,1,WIN,3,108,2016,0.497368421,0.32748538,0.293233083,0.45925926,0,0,0,0.696428571,0.75,0.853556485,0.65625,0,0.993464051,0.529411765,0.375,0.142857143,1,0.502280006,0.666666667,0.577950954,0.536968954,0.571428571
83,83,20160720KTHH0,20160720,HH,L,0.352941176,4,0.264705882,0.777777778,0,0,1,0.181818182,4,0.25,0.242424242,0,0.03030303,0.166666667,9,0,0.589285714,LOSE,0,108,2016,0.476470587,0.187134503,0.491596638,0.535802469,0,0,0.25,0.350649351,0.25,0.320083682,0.204545454,0,0.067736185,0.166666667,0.4375,0,0.589285714,0.57304727,0.583333333,0.436416579,0.199225713,0.294642857
84,84,20160721KTHH0,20160721,HH,W,0.133333333,1,0.3,0,0,0,0,0.342857143,4,0.41025641,0.514285714,1,0.228571429,0.428571429,7,0,0.589285714,WIN,3,111,2016,0.179999999,0.046783626,0.557142858,0,0,0,0,0.661224489,0.25,0.662053427,0.433928571,0.166666667,0.510924371,0.428571429,0.3125,0,0.589285714,0.832589808,0.666666667,0.522135547,0.448415617,0.294642857
85,85,20160722HHLT0,20160722,HH,L,0.363636364,11.25,0.212121212,1.125,1,0,0,0.166666667,4,0.257142857,0.433333333,1,0.066666667,0,6,1,1,LOSE,0,111,2016,0.490909091,0.526315789,0.393939394,0.775,0.333333333,0,0,0.321428572,0.25,0.335325762,0.365625,0.166666667,0.149019609,0,0.25,0.142857143,1,0.400428628,0.555555556,0.524710332,0.266421569,0.571428571
86,86,20160723HHLT0,20160723,HH,L,0.41025641,6.517241379,0.179487179,0.310344828,0,0,0,0.365853659,3,0.409090909,0.609756098,1,0.146341463,0.384615385,9,0,0.589285714,LOSE,0,111,2016,0.553846153,0.304900181,0.333333333,0.213793104,0,0,0,0.705574913,0.1875,0.659566375,0.514481708,0.166666667,0.327116211,0.384615385,0.4375,0,0.589285714,0.565198474,0.666666667,0.455287714,0.360224566,0.294642857
87,87,20160724HHLT0,20160724,HH,W,0.206896552,1,0.275862069,0,0,3,1,0.368421053,6,0.454545455,0.526315789,1,0.210526316,0.4,9,0,0.589285714,WIN,3,114,2016,0.279310345,0.046783626,0.512315271,0,0,0.75,0.25,0.710526316,0.375,0.756561431,0.444078947,0.166666667,0.470588236,0.4,0.4375,0,0.589285714,0.796555325,0.833333333,0.554793593,0.399938726,0.294642857
88,88,20160726SKHH0,20160726,HH,L,0.487179487,9,0.179487179,0.333333333,0,0,0,0.324324324,2,0.358974359,0.486486486,1,0.108108108,0.166666667,8,0,0.589285714,LOSE,0,114,2016,0.657692307,0.421052632,0.333333333,0.229629629,0,0,0,0.625482624,0.125,0.552623109,0.410472973,0.166666667,0.241653418,0.166666667,0.375,0,0.589285714,0.506239691,0.666666667,0.440548018,0.299996688,0.294642857
89,89,20160727SKHH0,20160727,HH,W,0.137931034,0,0.137931034,0.333333333,0,2,0,0.272727273,6,0.375,0.636363636,2,0.242424242,0.454545455,8,0,0,WIN,3,117,2016,0.186206896,0,0.256157635,0.229629629,0,0.5,0,0.525974026,0.375,0.586820084,0.536931818,0.333333333,0.541889482,0.454545455,0.375,0,0,0.710080277,0.833333333,0.385853403,0.488692068,0
90,90,20160728SKHH0,20160728,HH,W,0.425,8,0.225,0.111111111,0,1,0,0.323529412,8,0.428571429,0.794117647,3,0.323529412,0.2,7,2,0.666666667,WIN,3,120,2016,0.57375,0.374269006,0.417857143,0.07654321,0,0.25,0,0.62394958,0.5,0.701135685,0.670036765,0.5,0.723183392,0.2,0.3125,0.285714286,0.666666667,0.598323732,0.75,0.575176171,0.527670848,0.476190476
91,91,20160729HHOB0,20160729,HH,W,0.355555556,6.545454545,0.2,0.454545455,0,0,1,0.261904762,8,0.367346939,0.666666667,2,0.214285714,0.307692308,8,0,0,WIN,3,123,2016,0.48,0.306220096,0.371428572,0.313131313,0,0,0.25,0.505102041,0.5,0.570489284,0.5625,0.333333333,0.478991596,0.307692308,0.375,0,0,0.568019291,0.583333333,0.287838156,0.436254309,0
92,92,20160730HHOB0,20160730,HH,W,0.512195122,9,0.170731707,0.111111111,1,0,3,0.393939394,7,0.463414634,0.818181818,0,0.272727273,0.375,8,0,0.589285714,WIN,3,126,2016,0.691463414,0.421052632,0.31707317,0.07654321,0.333333333,0,0.75,0.759740259,0.4375,0.775487294,0.690340909,0,0.609625669,0.375,0.375,0,0.589285714,0.532003479,0.305555556,0.356711187,0.402406417,0.294642857
93,93,20160731HHOB0,20160731,HH,L,0.5,11.25,0.105263158,0.75,0,0,1,0.25,1,0.264705882,0.53125,0,0.125,0.333333333,3,0,0.589285714,LOSE,0,126,2016,0.675,0.526315789,0.195488722,0.516666667,0,0,0.25,0.482142857,0.0625,0.351464434,0.448242188,0,0.279411765,0.333333333,0.0625,0,0.589285714,0.369376567,0.583333333,0.385498903,0.387561274,0.294642857
94,94,20160802HHHT0,20160802,HH,L,0.432432432,10.38461538,0.297297297,0.923076923,0,0,1,0.380952381,2,0.409090909,0.428571429,0,0.19047619,0.5,9,1,0.5,LOSE,0,126,2016,0.583783783,0.485829959,0.552123552,0.635897436,0,0,0.25,0.734693877,0.125,0.659566375,0.361607143,0,0.425770307,0.5,0.4375,0.142857143,0.5,0.461653093,0.583333333,0.421960892,0.372067577,0.321428571
95,95,20160803HHHT0,20160803,HH,W,0.193548387,1,0.225806452,0.111111111,0,2,0,0.333333333,11,0.446808511,0.384615385,0,0.205128205,0.222222222,15,0,0.589285714,WIN,3,129,2016,0.261290322,0.046783626,0.41935484,0.07654321,0,0.5,0,0.642857142,0.6875,0.740051634,0.324519231,0,0.45852187,0.222222222,0.8125,0,0.589285714,0.75868442,0.833333333,0.545325867,0.217061023,0.294642857
96,96,20160804HHHT0,20160804,HH,L,0.322580645,7.875,0.193548387,0.5,0,0,0,0.35,0,0.35,0.625,0,0.125,0.454545455,8,0,0,LOSE,0,129,2016,0.435483871,0.368421053,0.359447005,0.344444444,0,0,0,0.674999999,0,0.533472803,0.52734375,0,0.279411765,0.454545455,0.375,0,0,0.552774409,0.666666667,0.304860269,0.339739305,0
97,97,20160805NCHH0,20160805,HH,W,0.257142857,4,0.171428571,0.333333333,0,0,0,0.452380952,5,0.5,0.857142857,1,0.333333333,0.5,9,1,1,WIN,3,132,2016,0.347142857,0.187134503,0.318367346,0.229629629,0,0,0,0.872448978,0.3125,0.853556485,0.723214286,0.166666667,0.745098039,0.5,0.4375,0.142857143,1,0.638615089,0.666666667,0.612034725,0.493566176,0.571428571
98,98,20160806NCHH0,20160806,HH,L,0.525,11,0.1,0.333333333,0,0,0,0.212121212,2,0.228571429,0.393939394,0,0.090909091,0.3,6,0,0.589285714,LOSE,0,132,2016,0.70875,0.514619883,0.185714286,0.229629629,0,0,0,0.409090908,0.125,0.274357443,0.332386364,0,0.203208556,0.3,0.25,0,0.589285714,0.433178693,0.666666667,0.422282769,0.313302139,0.294642857
99,99,20160807NCHH0,20160807,HH,W,0.314285714,3,0.171428571,0.333333333,0,1,1,0.3,3,0.333333333,0.5,1,0.175,0.3,11,1,1,WIN,3,135,2016,0.424285714,0.140350877,0.318367346,0.229629629,0,0.25,0.25,0.578571428,0.1875,0.497907949,0.421875,0.166666667,0.391176471,0.3,0.5625,0.142857143,1,0.631025282,0.666666667,0.610137273,0.323835784,0.571428571
100,100,20160809SSHH0,20160809,HH,W,0.314285714,6,0.171428571,0.333333333,0,1,0,0.394736842,3,0.425,0.631578947,0,0.210526316,0.5,8,1,1,WIN,3,138,2016,0.424285714,0.280701754,0.318367346,0.229629629,0,0.25,0,0.761278195,0.1875,0.693514644,0.532894737,0,0.470588236,0.5,0.375,0.142857143,1,0.595937562,0.75,0.622198676,0.398897059,0.571428571
101,101,20160810SSHH0,20160810,HH,L,0.5,16,0.108695652,0.444444444,0,0,0,0.294117647,7,0.390243902,0.588235294,1,0.176470588,0.272727273,9,0,0.589285714,LOSE,0,138,2016,0.675,0.748538012,0.201863354,0.306172839,0,0,0,0.56722689,0.4375,0.619348912,0.496323529,0.166666667,0.394463667,0.272727273,0.4375,0,0.589285714,0.368038126,0.666666667,0.405997627,0.349089402,0.294642857
102,102,20160811HHLT0,20160811,HH,W,0.242424242,2,0.272727273,0.333333333,0,0,0,0.294117647,2,0.333333333,0.470588235,1,0.088235294,0.2,6,0,0,WIN,3,141,2016,0.327272727,0.093567251,0.506493507,0.229629629,0,0,0,0.56722689,0.125,0.497907949,0.397058823,0.166666667,0.197231834,0.2,0.25,0,0,0.714005975,0.666666667,0.34516816,0.328474625,0
103,103,20160812HHLT0,20160812,HH,L,0.225806452,4.5,0.322580645,0.75,0,0,0,0.21875,2,0.264705882,0.4375,1,0.09375,0.4,4,0,0.589285714,LOSE,0,141,2016,0.30483871,0.210526316,0.599078341,0.516666667,0,0,0,0.421875,0.125,0.351464434,0.369140625,0.166666667,0.209558824,0.4,0.125,0,0.589285714,0.641761662,0.666666667,0.474428511,0.412806373,0.294642857
104,104,20160813HHHT0,20160813,HH,L,0.457142857,6.75,0.114285714,0,0,1,0,0.25,4,0.325,0.305555556,0,0.083333333,0.2,9,0,0,LOSE,0,141,2016,0.617142857,0.315789474,0.212244898,0,0,0.25,0,0.482142857,0.25,0.480125523,0.2578125,0,0.186274509,0.2,0.4375,0,0,0.569828142,0.75,0.329957035,0.237193627,0
105,105,20160814HHHT0,20160814,HH,W,0.285714286,2,0.285714286,0.444444444,1,0,0,0.222222222,3,0.282051282,0.388888889,1,0.083333333,0.222222222,9,0,0.589285714,WIN,3,144,2016,0.385714286,0.093567251,0.530612246,0.306172839,0.333333333,0,0,0.428571428,0.1875,0.388477631,0.328125,0.166666667,0.186274509,0.222222222,0.4375,0,0.589285714,0.686289467,0.555555556,0.457782684,0.284415849,0.294642857
106,106,20160816OBHH0,20160816,HH,L,0.547619048,13,0.238095238,0.111111111,0,0,0,0.161290323,5,0.257142857,0.35483871,1,0.064516129,0,6,1,1,LOSE,0,144,2016,0.739285715,0.608187135,0.442176871,0.07654321,0,0,0,0.311059908,0.3125,0.335325762,0.299395162,0.166666667,0.144212524,0,0.25,0.142857143,1,0.504540203,0.666666667,0.578516003,0.265219798,0.571428571
107,107,20160817OBHH0,20160817,HH,L,0.333333333,7,0.166666667,0.555555556,0,0,0,0.264705882,6,0.358974359,0.382352941,1,0.088235294,0.222222222,9,0,0.589285714,LOSE,0,144,2016,0.449999999,0.32748538,0.30952381,0.38271605,0,0,0,0.510504201,0.375,0.552623109,0.322610294,0.166666667,0.197231834,0.222222222,0.4375,0,0.589285714,0.537330595,0.666666667,0.448320744,0.287155181,0.294642857
108,108,20160818HHLG0,20160818,HH,W,0.27027027,5,0.189189189,0.111111111,0,0,1,0.305555556,2,0.342105263,0.527777778,1,0.194444444,0.5,3,0,0.589285714,WIN,3,147,2016,0.364864864,0.233918129,0.351351351,0.07654321,0,0,0.25,0.589285715,0.125,0.516626293,0.4453125,0.166666667,0.434640522,0.5,0.0625,0,0.589285714,0.669006287,0.583333333,0.460406334,0.509701797,0.294642857
109,109,20160819HHLG0,20160819,HH,L,0.290322581,3.375,0.129032258,0.375,0,1,0,0.206896552,3,0.272727273,0.275862069,0,0.068965517,0.090909091,6,0,0.589285714,LOSE,0,147,2016,0.391935484,0.157894737,0.239631336,0.258333333,0,0.25,0,0.399014778,0.1875,0.36858121,0.232758621,0,0.154158214,0.090909091,0.25,0,0.589285714,0.607866946,0.75,0.486788165,0.248766826,0.294642857
110,110,20160820HHKT0,20160820,HH,L,0.454545455,10.8,0.242424242,0.72,2,1,0,0.341463415,1,0.357142857,0.56097561,1,0.170731707,0.363636364,7,0,0.589285714,LOSE,0,147,2016,0.613636364,0.505263158,0.45021645,0.496,0.666666667,0.25,0,0.658536585,0.0625,0.548714883,0.473323171,0.166666667,0.38163558,0.363636364,0.3125,0,0.589285714,0.458829232,0.527777778,0.393973181,0.399859653,0.294642857
111,111,20160821HHKT0,20160821,HH,W,0.435897436,6,0.051282051,0.333333333,0,1,0,0.341463415,4,0.4,0.780487805,4,0.292682927,0.4,6,3,1,WIN,3,150,2016,0.588461538,0.280701754,0.095238095,0.229629629,0,0.25,0,0.658536585,0.25,0.640167364,0.658536586,0.666666667,0.654232425,0.4,0.25,0.428571429,1,0.499111293,0.75,0.66942068,0.617724773,0.714285714
112,112,20160824WOHH0,20160824,HH,L,0.558823529,12,0.117647059,1.444444444,0,1,1,0.303030303,3,0.361111111,0.545454545,2,0.151515152,0.285714286,4,1,1,LOSE,0,150,2016,0.754411764,0.561403509,0.218487395,0.995061728,0,0.25,0.25,0.584415584,0.1875,0.557182705,0.460227272,0.333333333,0.338680928,0.285714286,0.125,0.142857143,1,0.226902599,0.666666667,0.509106602,0.458182137,0.571428571
113,113,20160825NCHH0,20160825,HH,L,0.45,13,0.225,0.333333333,0,1,0,0.161290323,1,0.1875,0.290322581,1,0.032258065,0,4,0,0.589285714,LOSE,0,150,2016,0.6075,0.608187135,0.417857143,0.229629629,0,0.25,0,0.311059908,0.0625,0.186715481,0.244959678,0.166666667,0.072106263,0,0.125,0,0.589285714,0.493135095,0.75,0.458105202,0.278443232,0.294642857
114,114,20160826NCHH0,20160826,HH,W,0.294117647,4,0.382352941,0.444444444,0,1,1,0.290322581,5,0.378378378,0.483870968,1,0.193548387,0.571428571,6,2,1,WIN,3,153,2016,0.397058823,0.187134503,0.710084034,0.306172839,0,0.25,0.25,0.559907834,0.3125,0.594029175,0.408266129,0.166666667,0.432637571,0.571428571,0.25,0.285714286,1,0.704929467,0.666666667,0.664327605,0.480183202,0.642857143
115,115,20160827HHSK0,20160827,HH,W,0.444444444,4,0.222222222,0.333333333,0,2,0,0.341463415,2,0.357142857,0.585365854,1,0.268292683,0.466666667,4,0,0.589285714,WIN,3,156,2016,0.599999999,0.187134503,0.412698413,0.229629629,0,0.5,0,0.658536585,0.125,0.548714883,0.493902439,0.166666667,0.599713056,0.466666667,0.125,0,0.589285714,0.59898357,0.833333333,0.505400654,0.527011597,0.294642857
116,116,20160828HHSK0,20160828,HH,W,0.2,1,0.3,0.444444444,0,1,0,0.333333333,2,0.365853659,0.538461538,2,0.230769231,0.272727273,6,1,1,WIN,3,159,2016,0.27,0.046783626,0.557142858,0.306172839,0,0.25,0,0.642857142,0.125,0.567302787,0.454326923,0.333333333,0.515837105,0.272727273,0.25,0.142857143,1,0.733546598,0.75,0.656600935,0.467974428,0.571428571
117,117,20160830HHOB0,20160830,HH,L,0.588235294,12.375,0.176470588,0.625,0,1,0,0.303030303,5,0.378378378,0.484848485,0,0.121212121,0.166666667,9,0,0.589285714,LOSE,0,159,2016,0.794117647,0.578947368,0.327731092,0.430555556,0,0.25,0,0.584415584,0.3125,0.594029175,0.409090909,0,0.270944741,0.166666667,0.4375,0,0.589285714,0.38102763,0.75,0.430078336,0.250027852,0.294642857
118,118,20160901LGHH0,20160901,HH,L,0.3125,7,0.375,0.333333333,0,0,1,0.111111111,7,0.25,0.111111111,0,0.074074074,0.4,5,0,0,LOSE,0,159,2016,0.421875,0.32748538,0.696428572,0.229629629,0,0,0.25,0.214285714,0.4375,0.320083682,0.09375,0,0.165577342,0.4,0.1875,0,0,0.679359641,0.583333333,0.315673243,0.344519335,0
119,119,20160902LGHH0,20160902,HH,W,0.388888889,6,0.333333333,0.444444444,0,1,0,0.266666667,8,0.368421053,0.666666667,2,0.333333333,0.428571429,6,0,0,WIN,3,162,2016,0.525,0.280701754,0.619047619,0.306172839,0,0.25,0,0.514285714,0.5,0.572781326,0.5625,0.333333333,0.745098039,0.428571429,0.25,0,0,0.626793256,0.75,0.344198314,0.5642507,0
120,120,20160903HHWO0,20160903,HH,W,0.4375,9,0.229166667,0.545454545,0,1,1,0.431372549,5,0.454545455,0.588235294,1,0.254901961,0.421052632,13,0,0.589285714,WIN,3,165,2016,0.590625,0.421052632,0.425595239,0.375757576,0,0.25,0.25,0.831932772,0.3125,0.756561431,0.496323529,0.166666667,0.569780854,0.421052632,0.6875,0,0.589285714,0.509540008,0.666666667,0.441373097,0.367500038,0.294642857
121,121,20160904HHWO0,20160904,HH,L,0.527777778,7.875,0.166666667,0.5,0,2,1,0.285714286,3,0.342105263,0.628571429,1,0.142857143,0.5,6,0,0.589285714,LOSE,0,165,2016,0.7125,0.368421053,0.30952381,0.344444444,0,0.5,0.25,0.551020408,0.1875,0.516626293,0.530357143,0.166666667,0.319327731,0.5,0.25,0,0.589285714,0.471039578,0.75,0.452581323,0.4339986,0.294642857
122,122,20160906HHNC0,20160906,HH,L,0.416666667,7.269230769,0.138888889,1.038461538,0,2,0,0.384615385,3,0.4,0.487179487,1,0.153846154,0.3,11,0,0.589285714,LOSE,0,165,2016,0.5625,0.340080972,0.257936508,0.715384615,0,0.5,0,0.741758242,0.1875,0.640167364,0.411057692,0.166666667,0.343891403,0.3,0.5625,0,0.589285714,0.40999273,0.833333333,0.458152944,0.312014517,0.294642857
123,123,20160907HHNC0,20160907,HH,L,0.379310345,1.125,0.310344828,0.125,0,2,0,0.166666667,3,0.242424242,0.166666667,0,0,0.2,7,0,0,LOSE,0,165,2016,0.512068966,0.052631579,0.576354681,0.086111111,0,0.5,0,0.321428572,0.1875,0.303917839,0.140625,0,0,0.2,0.3125,0,0,0.731385756,0.833333333,0.391179772,0.221875,0
124,124,20160908KTHH0,20160908,HH,W,0.411764706,3,0.088235294,0.444444444,0,1,0,0.225806452,7,0.333333333,0.35483871,0,0.129032258,0.375,10,0,0.589285714,WIN,3,168,2016,0.555882353,0.140350877,0.163865546,0.306172839,0,0.25,0,0.435483871,0.4375,0.497907949,0.299395162,0,0.288425047,0.375,0.5,0,0.589285714,0.540364869,0.75,0.469912646,0.290856262,0.294642857
125,125,20160909KTHH0,20160909,HH,W,0.212121212,1,0.151515152,0.111111111,0,0,1,0.285714286,1,0.285714286,0.4,1,0.057142857,0.2,10,0,0.589285714,WIN,3,171,2016,0.286363636,0.046783626,0.281385283,0.07654321,0,0,0.25,0.551020408,0.0625,0.396294083,0.3375,0.166666667,0.127731092,0.2,0.5,0,0.589285714,0.717923703,0.583333333,0.472635688,0.24859944,0.294642857
126,126,20160910SKHH0,20160910,HH,W,0.2,0,0.2,0.111111111,0,2,0,0.4,6,0.47826087,0.65,2,0.325,0.388888889,9,0,0.589285714,WIN,3,174,2016,0.27,0,0.371428572,0.07654321,0,0.5,0,0.771428571,0.375,0.807167547,0.5484375,0.333333333,0.726470588,0.388888889,0.4375,0,0.589285714,0.756221341,0.833333333,0.544710097,0.502798203,0.294642857
